Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.364
Done: 20000 / 200000. Loss: 0.3743
Done: 30000 / 200000. Loss: 0.3737
Done: 40000 / 200000. Loss: 0.3604
Done: 50000 / 200000. Loss: 0.3618
Done: 60000 / 200000. Loss: 0.3561
Done: 70000 / 200000. Loss: 0.1311
Done: 80000 / 200000. Loss: 0.1233
Done: 90000 / 200000. Loss: 0.1288
Done: 100000 / 200000. Loss: 0.1233
Done: 110000 / 200000. Loss: 0.1207
Done: 120000 / 200000. Loss: 0.1177
Done: 130000 / 200000. Loss: 0.124
Done: 140000 / 200000. Loss: 0.0515
Done: 150000 / 200000. Loss: 0.0489
Done: 160000 / 200000. Loss: 0.0477
Done: 170000 / 200000. Loss: 0.0459
Done: 180000 / 200000. Loss: 0.0445
Done: 190000 / 200000. Loss: 0.044
Done: 200000 / 200000. Loss: 0.0423
