Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.4396
Done: 20000 / 200000. Loss: 0.4543
Done: 30000 / 200000. Loss: 0.4586
Done: 40000 / 200000. Loss: 0.4782
Done: 50000 / 200000. Loss: 0.4387
Done: 60000 / 200000. Loss: 0.4532
Done: 70000 / 200000. Loss: 0.4204
Done: 80000 / 200000. Loss: 0.4109
Done: 90000 / 200000. Loss: 0.384
Done: 100000 / 200000. Loss: 0.3583
Done: 110000 / 200000. Loss: 0.3465
Done: 120000 / 200000. Loss: 0.3467
Done: 130000 / 200000. Loss: 0.3712
Done: 140000 / 200000. Loss: 0.3491
Done: 150000 / 200000. Loss: 0.344
Done: 160000 / 200000. Loss: 0.3377
Done: 170000 / 200000. Loss: 0.3366
Done: 180000 / 200000. Loss: 0.3318
Done: 190000 / 200000. Loss: 0.3123
Done: 200000 / 200000. Loss: 0.311
