Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.2528
Done: 20000 / 200000. Loss: 0.2457
Done: 30000 / 200000. Loss: 0.2404
Done: 40000 / 200000. Loss: 0.2276
Done: 50000 / 200000. Loss: 0.2155
Done: 60000 / 200000. Loss: 0.2036
Done: 70000 / 200000. Loss: 0.1961
Done: 80000 / 200000. Loss: 0.1753
Done: 90000 / 200000. Loss: 0.1691
Done: 100000 / 200000. Loss: 0.148
Done: 110000 / 200000. Loss: 0.1422
Done: 120000 / 200000. Loss: 0.1253
Done: 130000 / 200000. Loss: 0.108
Done: 140000 / 200000. Loss: 0.0959
Done: 150000 / 200000. Loss: 0.0801
Done: 160000 / 200000. Loss: 0.0679
Done: 170000 / 200000. Loss: 0.064
Done: 180000 / 200000. Loss: 0.0573
Done: 190000 / 200000. Loss: 0.0567
Done: 200000 / 200000. Loss: 0.0533
