Start training for 100000 steps...
Done: 10000 / 100000. Loss: 1.414
Done: 20000 / 100000. Loss: 1.3447
Done: 30000 / 100000. Loss: 1.2417
Done: 40000 / 100000. Loss: 1.1904000000000001
Done: 50000 / 100000. Loss: 1.1825
Done: 60000 / 100000. Loss: 1.1153
Done: 70000 / 100000. Loss: 1.1528
Done: 80000 / 100000. Loss: 1.164
Done: 90000 / 100000. Loss: 1.0916
Done: 100000 / 100000. Loss: 1.11
