Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.4622
Done: 20000 / 200000. Loss: 0.4539
Done: 30000 / 200000. Loss: 0.4418
Done: 40000 / 200000. Loss: 0.3995
Done: 50000 / 200000. Loss: 0.3983
Done: 60000 / 200000. Loss: 0.3804
Done: 70000 / 200000. Loss: 0.331
Done: 80000 / 200000. Loss: 0.3312
Done: 90000 / 200000. Loss: 0.3305
Done: 100000 / 200000. Loss: 0.337
Done: 110000 / 200000. Loss: 0.3387
Done: 120000 / 200000. Loss: 0.3557
Done: 130000 / 200000. Loss: 0.3396
Done: 140000 / 200000. Loss: 0.3239
Done: 150000 / 200000. Loss: 0.3065
Done: 160000 / 200000. Loss: 0.332
Done: 170000 / 200000. Loss: 0.3325
Done: 180000 / 200000. Loss: 0.3087
Done: 190000 / 200000. Loss: 0.3299
Done: 200000 / 200000. Loss: 0.3067
