Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.248
Done: 20000 / 200000. Loss: 0.2341
Done: 30000 / 200000. Loss: 0.2089
Done: 40000 / 200000. Loss: 0.2264
Done: 50000 / 200000. Loss: 0.199
Done: 60000 / 200000. Loss: 0.2089
Done: 70000 / 200000. Loss: 0.1746
Done: 80000 / 200000. Loss: 0.1771
Done: 90000 / 200000. Loss: 0.1665
Done: 100000 / 200000. Loss: 0.1488
Done: 110000 / 200000. Loss: 0.1458
Done: 120000 / 200000. Loss: 0.1499
Done: 130000 / 200000. Loss: 0.1286
Done: 140000 / 200000. Loss: 0.1159
Done: 150000 / 200000. Loss: 0.1072
Done: 160000 / 200000. Loss: 0.0981
Done: 170000 / 200000. Loss: 0.0898
Done: 180000 / 200000. Loss: 0.0656
Done: 190000 / 200000. Loss: 0.0639
Done: 200000 / 200000. Loss: 0.0574
