Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3511
Done: 20000 / 200000. Loss: 0.3424
Done: 30000 / 200000. Loss: 0.3467
Done: 40000 / 200000. Loss: 0.3528
Done: 50000 / 200000. Loss: 0.3492
Done: 60000 / 200000. Loss: 0.3292
Done: 70000 / 200000. Loss: 0.3475
Done: 80000 / 200000. Loss: 0.3455
Done: 90000 / 200000. Loss: 0.3363
Done: 100000 / 200000. Loss: 0.3566
Done: 110000 / 200000. Loss: 0.3119
Done: 120000 / 200000. Loss: 0.3265
Done: 130000 / 200000. Loss: 0.3301
Done: 140000 / 200000. Loss: 0.3079
Done: 150000 / 200000. Loss: 0.3178
Done: 160000 / 200000. Loss: 0.3357
Done: 170000 / 200000. Loss: 0.3261
Done: 180000 / 200000. Loss: 0.3131
Done: 190000 / 200000. Loss: 0.3109
Done: 200000 / 200000. Loss: 0.3544
