Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3773
Done: 20000 / 200000. Loss: 0.3793
Done: 30000 / 200000. Loss: 0.3702
Done: 40000 / 200000. Loss: 0.2434
Done: 50000 / 200000. Loss: 0.2448
Done: 60000 / 200000. Loss: 0.249
Done: 70000 / 200000. Loss: 0.1479
Done: 80000 / 200000. Loss: 0.1368
Done: 90000 / 200000. Loss: 0.1381
Done: 100000 / 200000. Loss: 0.1342
Done: 110000 / 200000. Loss: 0.1431
Done: 120000 / 200000. Loss: 0.1433
Done: 130000 / 200000. Loss: 0.1384
Done: 140000 / 200000. Loss: 0.0723
Done: 150000 / 200000. Loss: 0.0702
Done: 160000 / 200000. Loss: 0.068
Done: 170000 / 200000. Loss: 0.0657
Done: 180000 / 200000. Loss: 0.0687
Done: 190000 / 200000. Loss: 0.0653
Done: 200000 / 200000. Loss: 0.0645
