Start training for 100000 steps...
Done: 10000 / 100000. Loss: 0.8518
Done: 20000 / 100000. Loss: 0.8224
Done: 30000 / 100000. Loss: 0.8229
Done: 40000 / 100000. Loss: 0.8326
Done: 50000 / 100000. Loss: 0.7996
Done: 60000 / 100000. Loss: 0.8273
Done: 70000 / 100000. Loss: 0.7746999999999999
Done: 80000 / 100000. Loss: 0.772
Done: 90000 / 100000. Loss: 0.7679
Done: 100000 / 100000. Loss: 0.7547999999999999
