Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.4597
Done: 20000 / 200000. Loss: 0.4409
Done: 30000 / 200000. Loss: 0.4319
Done: 40000 / 200000. Loss: 0.4106
Done: 50000 / 200000. Loss: 0.4194
Done: 60000 / 200000. Loss: 0.4189
Done: 70000 / 200000. Loss: 0.4171
Done: 80000 / 200000. Loss: 0.3971
Done: 90000 / 200000. Loss: 0.3903
Done: 100000 / 200000. Loss: 0.365
Done: 110000 / 200000. Loss: 0.3858
Done: 120000 / 200000. Loss: 0.3686
Done: 130000 / 200000. Loss: 0.3654
Done: 140000 / 200000. Loss: 0.3551
Done: 150000 / 200000. Loss: 0.3327
Done: 160000 / 200000. Loss: 0.3375
Done: 170000 / 200000. Loss: 0.3572
Done: 180000 / 200000. Loss: 0.3398
Done: 190000 / 200000. Loss: 0.293
Done: 200000 / 200000. Loss: 0.3428
