Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3731
Done: 20000 / 200000. Loss: 0.3653
Done: 30000 / 200000. Loss: 0.3745
Done: 40000 / 200000. Loss: 0.3536
Done: 50000 / 200000. Loss: 0.3603
Done: 60000 / 200000. Loss: 0.3647
Done: 70000 / 200000. Loss: 0.363
Done: 80000 / 200000. Loss: 0.3612
Done: 90000 / 200000. Loss: 0.3531
Done: 100000 / 200000. Loss: 0.3538
Done: 110000 / 200000. Loss: 0.3609
Done: 120000 / 200000. Loss: 0.3635
Done: 130000 / 200000. Loss: 0.3613
Done: 140000 / 200000. Loss: 0.3463
Done: 150000 / 200000. Loss: 0.3548
Done: 160000 / 200000. Loss: 0.3547
Done: 170000 / 200000. Loss: 0.3554
Done: 180000 / 200000. Loss: 0.3588
Done: 190000 / 200000. Loss: 0.3421
Done: 200000 / 200000. Loss: 0.3591
