Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3642
Done: 20000 / 200000. Loss: 0.3494
Done: 30000 / 200000. Loss: 0.3376
Done: 40000 / 200000. Loss: 0.3167
Done: 50000 / 200000. Loss: 0.3003
Done: 60000 / 200000. Loss: 0.294
Done: 70000 / 200000. Loss: 0.2745
Done: 80000 / 200000. Loss: 0.2548
Done: 90000 / 200000. Loss: 0.2396
Done: 100000 / 200000. Loss: 0.2344
Done: 110000 / 200000. Loss: 0.2113
Done: 120000 / 200000. Loss: 0.1938
Done: 130000 / 200000. Loss: 0.1783
Done: 140000 / 200000. Loss: 0.1589
Done: 150000 / 200000. Loss: 0.143
Done: 160000 / 200000. Loss: 0.1221
Done: 170000 / 200000. Loss: 0.1012
Done: 180000 / 200000. Loss: 0.0829
Done: 190000 / 200000. Loss: 0.0634
Done: 200000 / 200000. Loss: 0.0456
