Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3697
Done: 20000 / 200000. Loss: 0.3479
Done: 30000 / 200000. Loss: 0.347
Done: 40000 / 200000. Loss: 0.3189
Done: 50000 / 200000. Loss: 0.3089
Done: 60000 / 200000. Loss: 0.2983
Done: 70000 / 200000. Loss: 0.2778
Done: 80000 / 200000. Loss: 0.2731
Done: 90000 / 200000. Loss: 0.2659
Done: 100000 / 200000. Loss: 0.2399
Done: 110000 / 200000. Loss: 0.2306
Done: 120000 / 200000. Loss: 0.2099
Done: 130000 / 200000. Loss: 0.1949
Done: 140000 / 200000. Loss: 0.176
Done: 150000 / 200000. Loss: 0.1534
Done: 160000 / 200000. Loss: 0.1367
Done: 170000 / 200000. Loss: 0.1256
Done: 180000 / 200000. Loss: 0.1043
Done: 190000 / 200000. Loss: 0.0899
Done: 200000 / 200000. Loss: 0.0736
