Start training for 100000 steps...
Done: 10000 / 100000. Loss: 0.0877
Done: 20000 / 100000. Loss: 0.0866
Done: 30000 / 100000. Loss: 0.0752
Done: 40000 / 100000. Loss: 0.0693
Done: 50000 / 100000. Loss: 0.0665
Done: 60000 / 100000. Loss: 0.0654
Done: 70000 / 100000. Loss: 0.0628
Done: 80000 / 100000. Loss: 0.0595
Done: 90000 / 100000. Loss: 0.0566
Done: 100000 / 100000. Loss: 0.0566
