Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3802
Done: 20000 / 200000. Loss: 0.356
Done: 30000 / 200000. Loss: 0.3576
Done: 40000 / 200000. Loss: 0.3459
Done: 50000 / 200000. Loss: 0.3358
Done: 60000 / 200000. Loss: 0.327
Done: 70000 / 200000. Loss: 0.2948
Done: 80000 / 200000. Loss: 0.2765
Done: 90000 / 200000. Loss: 0.2582
Done: 100000 / 200000. Loss: 0.245
Done: 110000 / 200000. Loss: 0.2127
Done: 120000 / 200000. Loss: 0.1863
Done: 130000 / 200000. Loss: 0.162
Done: 140000 / 200000. Loss: 0.1335
Done: 150000 / 200000. Loss: 0.114
Done: 160000 / 200000. Loss: 0.0965
Done: 170000 / 200000. Loss: 0.0801
Done: 180000 / 200000. Loss: 0.0688
Done: 190000 / 200000. Loss: 0.0665
Done: 200000 / 200000. Loss: 0.0662
