Start training for 100000 steps...
Done: 10000 / 100000. Loss: 0.8571
Done: 20000 / 100000. Loss: 0.8443
Done: 30000 / 100000. Loss: 0.8247
Done: 40000 / 100000. Loss: 0.8132999999999999
Done: 50000 / 100000. Loss: 0.8001
Done: 60000 / 100000. Loss: 0.7989999999999999
Done: 70000 / 100000. Loss: 0.7231
Done: 80000 / 100000. Loss: 0.7805
Done: 90000 / 100000. Loss: 0.7973
Done: 100000 / 100000. Loss: 0.7507999999999999
