Start training for 100000 steps...
Done: 10000 / 100000. Loss: 0.7971999999999999
Done: 20000 / 100000. Loss: 0.7926
Done: 30000 / 100000. Loss: 0.8237
Done: 40000 / 100000. Loss: 0.7051000000000001
Done: 50000 / 100000. Loss: 0.7935
Done: 60000 / 100000. Loss: 0.8334999999999999
Done: 70000 / 100000. Loss: 0.7461
Done: 80000 / 100000. Loss: 0.6816
Done: 90000 / 100000. Loss: 0.6521
Done: 100000 / 100000. Loss: 0.7364999999999999
