Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3731
Done: 20000 / 200000. Loss: 0.3782
Done: 30000 / 200000. Loss: 0.2483
Done: 40000 / 200000. Loss: 0.2425
Done: 50000 / 200000. Loss: 0.2435
Done: 60000 / 200000. Loss: 0.1436
Done: 70000 / 200000. Loss: 0.1421
Done: 80000 / 200000. Loss: 0.1355
Done: 90000 / 200000. Loss: 0.1414
Done: 100000 / 200000. Loss: 0.1343
Done: 110000 / 200000. Loss: 0.0699
Done: 120000 / 200000. Loss: 0.0685
Done: 130000 / 200000. Loss: 0.0674
Done: 140000 / 200000. Loss: 0.0673
Done: 150000 / 200000. Loss: 0.0661
Done: 160000 / 200000. Loss: 0.0634
Done: 170000 / 200000. Loss: 0.0631
Done: 180000 / 200000. Loss: 0.0633
Done: 190000 / 200000. Loss: 0.0631
Done: 200000 / 200000. Loss: 0.0622
