Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.2476
Done: 20000 / 200000. Loss: 0.2512
Done: 30000 / 200000. Loss: 0.243
Done: 40000 / 200000. Loss: 0.24
Done: 50000 / 200000. Loss: 0.2427
Done: 60000 / 200000. Loss: 0.2506
Done: 70000 / 200000. Loss: 0.2449
Done: 80000 / 200000. Loss: 0.2387
Done: 90000 / 200000. Loss: 0.2418
Done: 100000 / 200000. Loss: 0.2375
Done: 110000 / 200000. Loss: 0.233
Done: 120000 / 200000. Loss: 0.2398
Done: 130000 / 200000. Loss: 0.2309
Done: 140000 / 200000. Loss: 0.2377
Done: 150000 / 200000. Loss: 0.2323
Done: 160000 / 200000. Loss: 0.2309
Done: 170000 / 200000. Loss: 0.2359
Done: 180000 / 200000. Loss: 0.2286
Done: 190000 / 200000. Loss: 0.2266
Done: 200000 / 200000. Loss: 0.2296
