Start training for 100000 steps...
Done: 10000 / 100000. Loss: 2.5343
Done: 20000 / 100000. Loss: 2.5455
Done: 30000 / 100000. Loss: 2.2121
Done: 40000 / 100000. Loss: 2.3872999999999998
Done: 50000 / 100000. Loss: 2.5302
Done: 60000 / 100000. Loss: 2.3359
Done: 70000 / 100000. Loss: 2.3665000000000003
Done: 80000 / 100000. Loss: 2.4463
Done: 90000 / 100000. Loss: 2.2478
Done: 100000 / 100000. Loss: 2.2696
