Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3801
Done: 20000 / 200000. Loss: 0.3775
Done: 30000 / 200000. Loss: 0.3744
Done: 40000 / 200000. Loss: 0.3712
Done: 50000 / 200000. Loss: 0.3691
Done: 60000 / 200000. Loss: 0.3772
Done: 70000 / 200000. Loss: 0.1456
Done: 80000 / 200000. Loss: 0.1362
Done: 90000 / 200000. Loss: 0.1353
Done: 100000 / 200000. Loss: 0.1385
Done: 110000 / 200000. Loss: 0.1346
Done: 120000 / 200000. Loss: 0.1323
Done: 130000 / 200000. Loss: 0.1346
Done: 140000 / 200000. Loss: 0.0632
Done: 150000 / 200000. Loss: 0.0642
Done: 160000 / 200000. Loss: 0.0625
Done: 170000 / 200000. Loss: 0.0624
Done: 180000 / 200000. Loss: 0.0615
Done: 190000 / 200000. Loss: 0.0596
Done: 200000 / 200000. Loss: 0.0578
