Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3849
Done: 20000 / 200000. Loss: 0.3957
Done: 30000 / 200000. Loss: 0.3786
Done: 40000 / 200000. Loss: 0.3915
Done: 50000 / 200000. Loss: 0.3744
Done: 60000 / 200000. Loss: 0.3871
Done: 70000 / 200000. Loss: 0.363
Done: 80000 / 200000. Loss: 0.35
Done: 90000 / 200000. Loss: 0.3505
Done: 100000 / 200000. Loss: 0.3605
Done: 110000 / 200000. Loss: 0.3442
Done: 120000 / 200000. Loss: 0.3381
Done: 130000 / 200000. Loss: 0.3374
Done: 140000 / 200000. Loss: 0.3226
Done: 150000 / 200000. Loss: 0.329
Done: 160000 / 200000. Loss: 0.3008
Done: 170000 / 200000. Loss: 0.3304
Done: 180000 / 200000. Loss: 0.3084
Done: 190000 / 200000. Loss: 0.3145
Done: 200000 / 200000. Loss: 0.3261
