Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.4031
Done: 20000 / 200000. Loss: 0.348
Done: 30000 / 200000. Loss: 0.3544
Done: 40000 / 200000. Loss: 0.3841
Done: 50000 / 200000. Loss: 0.3747
Done: 60000 / 200000. Loss: 0.3713
Done: 70000 / 200000. Loss: 0.3489
Done: 80000 / 200000. Loss: 0.3511
Done: 90000 / 200000. Loss: 0.3608
Done: 100000 / 200000. Loss: 0.354
Done: 110000 / 200000. Loss: 0.3382
Done: 120000 / 200000. Loss: 0.3353
Done: 130000 / 200000. Loss: 0.3452
Done: 140000 / 200000. Loss: 0.3353
Done: 150000 / 200000. Loss: 0.3237
Done: 160000 / 200000. Loss: 0.3338
Done: 170000 / 200000. Loss: 0.3093
Done: 180000 / 200000. Loss: 0.3209
Done: 190000 / 200000. Loss: 0.3538
Done: 200000 / 200000. Loss: 0.3055
