Start training for 100000 steps...
Done: 10000 / 100000. Loss: 1.563
Done: 20000 / 100000. Loss: 1.2767
Done: 30000 / 100000. Loss: 1.1903000000000001
Done: 40000 / 100000. Loss: 1.1558
Done: 50000 / 100000. Loss: 1.1903
Done: 60000 / 100000. Loss: 1.1277
Done: 70000 / 100000. Loss: 1.1489
Done: 80000 / 100000. Loss: 1.1596
Done: 90000 / 100000. Loss: 1.1497
Done: 100000 / 100000. Loss: 1.1240999999999999
