Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3691
Done: 20000 / 200000. Loss: 0.3805
Done: 30000 / 200000. Loss: 0.2403
Done: 40000 / 200000. Loss: 0.254
Done: 50000 / 200000. Loss: 0.2473
Done: 60000 / 200000. Loss: 0.1251
Done: 70000 / 200000. Loss: 0.1372
Done: 80000 / 200000. Loss: 0.1406
Done: 90000 / 200000. Loss: 0.1391
Done: 100000 / 200000. Loss: 0.1234
Done: 110000 / 200000. Loss: 0.0689
Done: 120000 / 200000. Loss: 0.0641
Done: 130000 / 200000. Loss: 0.0631
Done: 140000 / 200000. Loss: 0.0645
Done: 150000 / 200000. Loss: 0.0596
Done: 160000 / 200000. Loss: 0.0597
Done: 170000 / 200000. Loss: 0.056
Done: 180000 / 200000. Loss: 0.0593
Done: 190000 / 200000. Loss: 0.0591
Done: 200000 / 200000. Loss: 0.0618
