Start training for 100000 steps...
Done: 10000 / 100000. Loss: 1.3545
Done: 20000 / 100000. Loss: 1.2351999999999999
Done: 30000 / 100000. Loss: 1.194
Done: 40000 / 100000. Loss: 1.1965000000000001
Done: 50000 / 100000. Loss: 1.1886
Done: 60000 / 100000. Loss: 1.1408
Done: 70000 / 100000. Loss: 1.1424
Done: 80000 / 100000. Loss: 1.1388
Done: 90000 / 100000. Loss: 1.1484
Done: 100000 / 100000. Loss: 1.1178
