Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.0772
Done: 20000 / 200000. Loss: 0.0716
Done: 30000 / 200000. Loss: 0.063
Done: 40000 / 200000. Loss: 0.0586
Done: 50000 / 200000. Loss: 0.0575
Done: 60000 / 200000. Loss: 0.0487
Done: 70000 / 200000. Loss: 0.0526
Done: 80000 / 200000. Loss: 0.0494
Done: 90000 / 200000. Loss: 0.0469
Done: 100000 / 200000. Loss: 0.0455
Done: 110000 / 200000. Loss: 0.0455
Done: 120000 / 200000. Loss: 0.0425
Done: 130000 / 200000. Loss: 0.0426
Done: 140000 / 200000. Loss: 0.0414
Done: 150000 / 200000. Loss: 0.0413
Done: 160000 / 200000. Loss: 0.0404
Done: 170000 / 200000. Loss: 0.0389
Done: 180000 / 200000. Loss: 0.0381
Done: 190000 / 200000. Loss: 0.0391
Done: 200000 / 200000. Loss: 0.0363
