Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3717
Done: 20000 / 200000. Loss: 0.366
Done: 30000 / 200000. Loss: 0.3846
Done: 40000 / 200000. Loss: 0.3702
Done: 50000 / 200000. Loss: 0.3887
Done: 60000 / 200000. Loss: 0.3639
Done: 70000 / 200000. Loss: 0.1433
Done: 80000 / 200000. Loss: 0.1416
Done: 90000 / 200000. Loss: 0.149
Done: 100000 / 200000. Loss: 0.1358
Done: 110000 / 200000. Loss: 0.1493
Done: 120000 / 200000. Loss: 0.1477
Done: 130000 / 200000. Loss: 0.1357
Done: 140000 / 200000. Loss: 0.0662
Done: 150000 / 200000. Loss: 0.0702
Done: 160000 / 200000. Loss: 0.0628
Done: 170000 / 200000. Loss: 0.0625
Done: 180000 / 200000. Loss: 0.0646
Done: 190000 / 200000. Loss: 0.0577
Done: 200000 / 200000. Loss: 0.063
