Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.4757
Done: 20000 / 200000. Loss: 0.4658
Done: 30000 / 200000. Loss: 0.4658
Done: 40000 / 200000. Loss: 0.477
Done: 50000 / 200000. Loss: 0.4496
Done: 60000 / 200000. Loss: 0.4709
Done: 70000 / 200000. Loss: 0.3613
Done: 80000 / 200000. Loss: 0.3349
Done: 90000 / 200000. Loss: 0.3524
Done: 100000 / 200000. Loss: 0.3251
Done: 110000 / 200000. Loss: 0.3647
Done: 120000 / 200000. Loss: 0.3504
Done: 130000 / 200000. Loss: 0.3552
Done: 140000 / 200000. Loss: 0.3248
Done: 150000 / 200000. Loss: 0.3088
Done: 160000 / 200000. Loss: 0.3413
Done: 170000 / 200000. Loss: 0.3138
Done: 180000 / 200000. Loss: 0.3234
Done: 190000 / 200000. Loss: 0.3195
Done: 200000 / 200000. Loss: 0.3162
