Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.2592
Done: 20000 / 200000. Loss: 0.2423
Done: 30000 / 200000. Loss: 0.2399
Done: 40000 / 200000. Loss: 0.2347
Done: 50000 / 200000. Loss: 0.2134
Done: 60000 / 200000. Loss: 0.21
Done: 70000 / 200000. Loss: 0.1975
Done: 80000 / 200000. Loss: 0.1831
Done: 90000 / 200000. Loss: 0.1643
Done: 100000 / 200000. Loss: 0.1503
Done: 110000 / 200000. Loss: 0.1344
Done: 120000 / 200000. Loss: 0.1191
Done: 130000 / 200000. Loss: 0.1127
Done: 140000 / 200000. Loss: 0.0914
Done: 150000 / 200000. Loss: 0.082
Done: 160000 / 200000. Loss: 0.0722
Done: 170000 / 200000. Loss: 0.0615
Done: 180000 / 200000. Loss: 0.057
Done: 190000 / 200000. Loss: 0.0568
Done: 200000 / 200000. Loss: 0.0521
