Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.2369
Done: 20000 / 200000. Loss: 0.2196
Done: 30000 / 200000. Loss: 0.2139
Done: 40000 / 200000. Loss: 0.1996
Done: 50000 / 200000. Loss: 0.195
Done: 60000 / 200000. Loss: 0.1815
Done: 70000 / 200000. Loss: 0.17
Done: 80000 / 200000. Loss: 0.1633
Done: 90000 / 200000. Loss: 0.1564
Done: 100000 / 200000. Loss: 0.1456
Done: 110000 / 200000. Loss: 0.1332
Done: 120000 / 200000. Loss: 0.121
Done: 130000 / 200000. Loss: 0.1111
Done: 140000 / 200000. Loss: 0.0993
Done: 150000 / 200000. Loss: 0.0889
Done: 160000 / 200000. Loss: 0.0782
Done: 170000 / 200000. Loss: 0.0701
Done: 180000 / 200000. Loss: 0.0599
Done: 190000 / 200000. Loss: 0.0505
Done: 200000 / 200000. Loss: 0.0404
