Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.1455
Done: 20000 / 200000. Loss: 0.1428
Done: 30000 / 200000. Loss: 0.1303
Done: 40000 / 200000. Loss: 0.1257
Done: 50000 / 200000. Loss: 0.1265
Done: 60000 / 200000. Loss: 0.1215
Done: 70000 / 200000. Loss: 0.0513
Done: 80000 / 200000. Loss: 0.0468
Done: 90000 / 200000. Loss: 0.0477
Done: 100000 / 200000. Loss: 0.0455
Done: 110000 / 200000. Loss: 0.0446
Done: 120000 / 200000. Loss: 0.0425
Done: 130000 / 200000. Loss: 0.0441
Done: 140000 / 200000. Loss: 0.0379
Done: 150000 / 200000. Loss: 0.0363
Done: 160000 / 200000. Loss: 0.0349
Done: 170000 / 200000. Loss: 0.0333
Done: 180000 / 200000. Loss: 0.0329
Done: 190000 / 200000. Loss: 0.0341
Done: 200000 / 200000. Loss: 0.0329
