Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3708
Done: 20000 / 200000. Loss: 0.3575
Done: 30000 / 200000. Loss: 0.3281
Done: 40000 / 200000. Loss: 0.3265
Done: 50000 / 200000. Loss: 0.3187
Done: 60000 / 200000. Loss: 0.3092
Done: 70000 / 200000. Loss: 0.2845
Done: 80000 / 200000. Loss: 0.2685
Done: 90000 / 200000. Loss: 0.2515
Done: 100000 / 200000. Loss: 0.244
Done: 110000 / 200000. Loss: 0.2185
Done: 120000 / 200000. Loss: 0.2168
Done: 130000 / 200000. Loss: 0.1982
Done: 140000 / 200000. Loss: 0.1784
Done: 150000 / 200000. Loss: 0.1589
Done: 160000 / 200000. Loss: 0.1425
Done: 170000 / 200000. Loss: 0.1229
Done: 180000 / 200000. Loss: 0.0957
Done: 190000 / 200000. Loss: 0.0777
Done: 200000 / 200000. Loss: 0.0617
