Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.2545
Done: 20000 / 200000. Loss: 0.2554
Done: 30000 / 200000. Loss: 0.2419
Done: 40000 / 200000. Loss: 0.236
Done: 50000 / 200000. Loss: 0.2213
Done: 60000 / 200000. Loss: 0.2076
Done: 70000 / 200000. Loss: 0.2038
Done: 80000 / 200000. Loss: 0.1882
Done: 90000 / 200000. Loss: 0.17
Done: 100000 / 200000. Loss: 0.1576
Done: 110000 / 200000. Loss: 0.1409
Done: 120000 / 200000. Loss: 0.1316
Done: 130000 / 200000. Loss: 0.1079
Done: 140000 / 200000. Loss: 0.0977
Done: 150000 / 200000. Loss: 0.086
Done: 160000 / 200000. Loss: 0.0777
Done: 170000 / 200000. Loss: 0.0666
Done: 180000 / 200000. Loss: 0.0636
Done: 190000 / 200000. Loss: 0.0617
Done: 200000 / 200000. Loss: 0.0596
