Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.3806
Done: 20000 / 200000. Loss: 0.3658
Done: 30000 / 200000. Loss: 0.365
Done: 40000 / 200000. Loss: 0.3761
Done: 50000 / 200000. Loss: 0.3763
Done: 60000 / 200000. Loss: 0.4019
Done: 70000 / 200000. Loss: 0.4018
Done: 80000 / 200000. Loss: 0.3692
Done: 90000 / 200000. Loss: 0.3731
Done: 100000 / 200000. Loss: 0.3522
Done: 110000 / 200000. Loss: 0.3683
Done: 120000 / 200000. Loss: 0.3849
Done: 130000 / 200000. Loss: 0.3859
Done: 140000 / 200000. Loss: 0.3662
Done: 150000 / 200000. Loss: 0.3547
Done: 160000 / 200000. Loss: 0.3762
Done: 170000 / 200000. Loss: 0.3693
Done: 180000 / 200000. Loss: 0.3686
Done: 190000 / 200000. Loss: 0.3568
Done: 200000 / 200000. Loss: 0.3638
