Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.1552
Done: 20000 / 200000. Loss: 0.1451
Done: 30000 / 200000. Loss: 0.137
Done: 40000 / 200000. Loss: 0.145
Done: 50000 / 200000. Loss: 0.153
Done: 60000 / 200000. Loss: 0.147
Done: 70000 / 200000. Loss: 0.0636
Done: 80000 / 200000. Loss: 0.0594
Done: 90000 / 200000. Loss: 0.0573
Done: 100000 / 200000. Loss: 0.0605
Done: 110000 / 200000. Loss: 0.0602
Done: 120000 / 200000. Loss: 0.0527
Done: 130000 / 200000. Loss: 0.0533
Done: 140000 / 200000. Loss: 0.0497
Done: 150000 / 200000. Loss: 0.0477
Done: 160000 / 200000. Loss: 0.0494
Done: 170000 / 200000. Loss: 0.049
Done: 180000 / 200000. Loss: 0.0526
Done: 190000 / 200000. Loss: 0.0496
Done: 200000 / 200000. Loss: 0.0452
