Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.2534
Done: 20000 / 200000. Loss: 0.2433
Done: 30000 / 200000. Loss: 0.238
Done: 40000 / 200000. Loss: 0.2333
Done: 50000 / 200000. Loss: 0.2209
Done: 60000 / 200000. Loss: 0.2117
Done: 70000 / 200000. Loss: 0.1911
Done: 80000 / 200000. Loss: 0.1821
Done: 90000 / 200000. Loss: 0.1714
Done: 100000 / 200000. Loss: 0.1544
Done: 110000 / 200000. Loss: 0.1394
Done: 120000 / 200000. Loss: 0.1266
Done: 130000 / 200000. Loss: 0.1153
Done: 140000 / 200000. Loss: 0.0982
Done: 150000 / 200000. Loss: 0.0827
Done: 160000 / 200000. Loss: 0.0762
Done: 170000 / 200000. Loss: 0.0687
Done: 180000 / 200000. Loss: 0.0644
Done: 190000 / 200000. Loss: 0.0603
Done: 200000 / 200000. Loss: 0.061
