Start training for 200000 steps...
Done: 10000 / 200000. Loss: 0.372
Done: 20000 / 200000. Loss: 0.3887
Done: 30000 / 200000. Loss: 0.3732
Done: 40000 / 200000. Loss: 0.2385
Done: 50000 / 200000. Loss: 0.2439
Done: 60000 / 200000. Loss: 0.2633
Done: 70000 / 200000. Loss: 0.142
Done: 80000 / 200000. Loss: 0.1357
Done: 90000 / 200000. Loss: 0.1339
Done: 100000 / 200000. Loss: 0.1385
Done: 110000 / 200000. Loss: 0.1375
Done: 120000 / 200000. Loss: 0.1467
Done: 130000 / 200000. Loss: 0.1288
Done: 140000 / 200000. Loss: 0.0631
Done: 150000 / 200000. Loss: 0.0656
Done: 160000 / 200000. Loss: 0.061
Done: 170000 / 200000. Loss: 0.0594
Done: 180000 / 200000. Loss: 0.065
Done: 190000 / 200000. Loss: 0.0615
Done: 200000 / 200000. Loss: 0.0627
